$H_0$,$Ω_{K}$,M_{B}
71.80808553290679,-0.008666100163610451,-19.194638179513177
71.65738974178625,-0.0011125631261687252,-19.20376829207915
71.61714963303096,-0.007570902237816227,-19.200524062872976
71.85418673021758,0.008514439446623417,-19.198013014987133
71.56658365675244,-0.013321544917920838,-19.20070382724255
71.62989805892485,-0.029221529487062345,-19.197469331976947
71.5592547697729,-0.015454948316068444,-19.201973266600515
71.62687909422547,-0.021890515301923458,-19.19813878515672
71.50639770797436,-0.013512885454033827,-19.20313236744791
71.82555939165185,0.01333937338456459,-19.1997044997766
71.73494619862167,-0.01603033916809162,-19.19604865499317
71.75673596567401,-0.0011949228925200832,-19.198575563950858
71.63725685827632,-0.019639779591655512,-19.198683839475617
71.48934783405647,-0.027570887276458872,-19.200847061944575
71.67248072285014,0.011994912794935246,-19.20489311434728
71.49194734072326,-0.019372929857637992,-19.202377691126426
71.80672073855797,-0.008467527496534007,-19.194742829275956
71.7314042497924,0.006690300821189732,-19.204009237261992
71.58925096719236,-0.010743692922323375,-19.200623243912194
71.80269374076974,0.012102962365287075,-19.19873235448486
71.53840254843477,-0.008323846625242874,-19.202348034903018
71.5916384942071,-0.05085024117623882,-19.19490977901336
71.58316635507242,-0.01129571971283412,-19.202710040796898
71.5745519386615,-0.03061653502278039,-19.197538704076557
71.5011596882606,-0.011896818427857293,-19.203984644418323
71.70224349681375,0.0013782757665415264,-19.200814311262565
71.68412022886464,-0.014754860720269021,-19.198810268347337
71.72233955148806,0.004411307317874096,-19.20062904659336
71.76837457744539,-0.015270719092924854,-19.19689763046934
71.41157152184077,-0.033963583287681655,-19.201151824261686
71.7568979362528,0.007884955117429503,-19.200641585755278
71.41616152931519,-0.02506447523932201,-19.203463806171285
71.85251482147008,-0.005677282683294074,-19.193307642547676
71.69085149373566,-0.005162398046159797,-19.20171066203281
71.53295427853695,-0.017472471873427292,-19.20056693138298
71.81607026181032,0.008430769189330473,-19.19765531290095
71.55235032506964,-0.007277624355305556,-19.20260523732369
71.57882825367793,-0.03664302016757803,-19.197418948417326
71.47714701652679,-0.020277618496447693,-19.20446597389059
71.64610635953643,-0.017714219709342165,-19.197756740721495
71.52064782069735,-0.002900384016763718,-19.205442288983452
71.68808231570276,-0.0023201353588357242,-19.200737830783748
71.63931534939907,-0.02309641744187529,-19.199584382632366
71.63068120170351,-0.0037964395228864585,-19.202284706508852
71.78364376637322,-0.02482147997039868,-19.193786412144597
71.52950347607714,-0.021344790509282896,-19.200691081324596
71.83706593768167,0.01469714651866507,-19.198639300630568
71.39448307708591,-0.028098243204317756,-19.20413493472534
71.85001906103429,-0.004951620133815143,-19.195055842661414
71.67809573602314,-0.0036542687757821386,-19.202105085594127
71.5837979911803,-0.012665856775640047,-19.20146908915364
71.70435440634033,0.013664596095342416,-19.201586092843204
71.7078415444367,0.004779636750356857,-19.199975013793132
71.62881293626938,-0.02512963585534273,-19.198640221954
71.45461717515116,-0.019818396914694964,-19.206090371939126
71.55386700781234,-0.023103156171728492,-19.199884796789323
71.57407928355768,-0.00836362492780749,-19.202225855778025
71.68808231570276,-0.0023201353588357242,-19.200737830783748
71.64066259971597,-0.024338818950210044,-19.198657202213447
71.74391141275322,0.0060236831088617444,-19.199744161974436
71.71672328563304,-0.015413554622393211,-19.19747935253357
71.52455897007943,-0.024389201029176348,-19.20027682044244
71.77219421662215,-0.0007243848794206524,-19.1975599226151
71.52425437010774,-0.012314254939419303,-19.203268615215293
71.89634540101731,0.002164459126312737,-19.19496213691478
71.69628935937102,0.0003492152918470317,-19.201940903852357
71.61728638708973,-0.008916325577713784,-19.20133817925713
71.67882213149748,0.002552316932349299,-19.20073122282584
71.75739043052086,0.00010238703244903717,-19.19792039962146
71.7010173919984,-0.015945197468431566,-19.1981332377058
71.53276532148928,-0.014738990411084684,-19.204166386849167
71.56070958618902,-0.01584698895461388,-19.202826829776676
71.66306691151524,-0.010816190177033417,-19.19987436329602
71.68018007566093,0.0012141171630879691,-19.20177321122118
71.63793584340249,-0.011509137205830657,-19.200665604094393
71.66470730696089,0.008974309362025448,-19.203172943763047
71.77258160766378,-0.009150541588908257,-19.196893626730397
71.50624421875473,-0.02225913505144298,-19.200999805902104
71.66850501274271,-0.011769098417791175,-19.19951738434992
71.51924682603206,-0.013791746686996715,-19.2035754014844
71.68846552161331,-0.009745500292915241,-19.19870855158864
71.74955580525025,0.0052640590230855835,-19.201215973309175
71.65766317911293,-0.006370462239994482,-19.20024886237539
71.67533291419633,0.0016332391547895777,-19.20060483995676
71.71904047099126,-0.008315039584931374,-19.1978860900329
71.64899783877232,-0.03023985187870178,-19.198401990220155
71.67783207652819,-0.0068877121609934155,-19.20121611962787
71.61167754588264,-0.009852995653724106,-19.204491146275966
71.64927308909273,-0.015995341106529476,-19.198923231473685
71.72976487178636,0.00019350741961516454,-19.200082514389397
71.61956419994918,-0.021199431872761382,-19.199765989510535
71.68318801106889,0.008042990397001789,-19.202294499444427
71.7820593451569,-0.010549054988699921,-19.196410675370785
71.51333705799901,-0.021623734429671693,-19.201008747551608
71.67525137644019,-0.010005694245233426,-19.19910492262582
71.46084165511924,-0.018836433475519734,-19.206256231363177
71.68059333916001,-0.011564239610986942,-19.199707309482367
71.72408008602244,0.006612924625769298,-19.202082441489377
71.62636593498165,-0.00526863723758177,-19.200683194723737
71.63904909472285,0.0057350625029022086,-19.201570230596378
71.6887421089999,-0.019637993091037795,-19.19634957724511
71.64899783877232,-0.03023985187870178,-19.198401990220155
71.71964560258644,-7.974552588374062e-05,-19.200413295917468
71.65520883331105,-0.007476630859111932,-19.201050205498255
71.50738757038695,-0.01776716766419029,-19.201993525798297
71.8137635426331,0.003846334569857714,-19.19883507583859
71.6586410355078,-0.018017590633475092,-19.200299594088154
71.70352337026937,0.008679522351515565,-19.2023319111515
71.84435123225343,-0.0011336077584648838,-19.19700372812898
71.43730670731053,-0.028496493410928008,-19.201499144821664
71.72110671225953,-0.003606592907736954,-19.198981488301662
71.4516398787879,-0.018319808030492806,-19.206649948181322
71.70861631789252,-0.01008246707295507,-19.19923635282596
71.66483056494673,0.008246027352330994,-19.203667418883324
71.61016584530277,-0.009907125713201154,-19.20011165091573
71.63468934344527,0.0001548105173960878,-19.20080093501213
71.69679839005406,-0.009837032828837598,-19.198815568833496
71.68455124268394,-0.013642026456020986,-19.200199275818875
71.72199689280232,0.005355572135963042,-19.20226336491376
71.65804202299141,-0.00793285289479239,-19.20090032355229
71.55640056667048,-0.016667015108115555,-19.200890211021253
71.70250738819708,-0.00604799106823529,-19.197978891949994
71.66664278806309,-0.012119256533979956,-19.20004185453992
71.64593812932301,0.00593870033933222,-19.203158546521724
71.85030578926248,-0.0037198570666078963,-19.19671839982916
71.38980561765221,-0.03576887337167807,-19.20116405141577
71.68123286406664,-0.004421574058209732,-19.199672833366044
71.47665788502215,-0.021815468137024376,-19.204832699796256
71.74428894458605,-0.008408894507295003,-19.198361871479197
71.61688944474648,0.0005735464847973978,-19.203231043049612
71.64857166592067,-0.008021807582183875,-19.198838582521823
71.64760864420782,-2.2210041499709857e-05,-19.201754991511514
71.63180387293184,-0.01258975990543382,-19.199835843712034
71.61451032796997,-0.016355309267348704,-19.200651364579038
71.74696859925325,0.021129287073618205,-19.203823164637527
71.5840192928365,-0.036816623175664656,-19.197034222845613
71.51005387766351,-0.021141495368080826,-19.201664145353334
71.71437060332526,-0.0069549225116737655,-19.197034307182317
71.7960093440079,-0.007967613894399872,-19.19813677543431
71.6033978690909,0.0014534846059657304,-19.20335932519969
71.81043608909157,-0.002304083443753806,-19.197612948388723
71.38980561765221,-0.03576887337167807,-19.20116405141577
71.64541566392049,-0.007516065480063047,-19.19998866097339
71.5161898286949,-0.020788226514867114,-19.20315516236606
71.68646571360054,-0.0005759972695540024,-19.20111286900295
71.63822282980011,0.0007439294707807329,-19.20237751100948
71.6726068812963,-0.008385956927916665,-19.198743606132048
71.68845507802222,0.001339065299069419,-19.202282138723117
71.63387517989719,-0.008588279051148834,-19.200520363722173
71.58280106006023,-0.017945980460405662,-19.200710873833387
71.76576702675506,0.010997778956403968,-19.20150963342058
71.64739792158143,-0.02855201878534369,-19.19623732515637
71.46157007501787,-0.02861037065479829,-19.201543646042165
71.72457581292937,-0.006646087463663001,-19.197152650343714
71.68340191465589,-0.014135990061727478,-19.199174636463418
71.58695654173123,0.00024299452550805532,-19.203592977097436
71.93103955255245,0.008323782659700601,-19.197143934724092
71.46843234495643,-0.017424606630436813,-19.202012690386923
71.64690513365335,-0.004186613272460084,-19.199284475872943
71.61105251814433,-0.013632259562544328,-19.20064347922165
71.67886728667244,0.000634262939660124,-19.20190246106992
71.6100009485962,-0.010153827035585516,-19.201410601019482
71.71121300282255,-0.0015152722803966675,-19.199625429034608
71.67787908731235,0.0002223237688932521,-19.202544498552815
71.66819157385453,-0.004254686134987352,-19.200327968856417
71.57344889050745,-0.021716904441480146,-19.200741215274423
71.73574167596638,0.0018321730346255172,-19.200158529479054
71.59180013179,-0.01918273850792373,-19.19963811425662
71.51738116329032,-0.021604941892053316,-19.200897220862675
71.69888699046915,-0.007643729267619574,-19.198797688036553
71.69363712442109,-0.015661135599294093,-19.198712304774055
71.56824466568193,-0.0004814695803587641,-19.203429954182734
71.79332905218696,-7.273043204856621e-05,-19.19808967538848
71.47029620639341,-0.019020001814343667,-19.20173705047058
71.6840394784713,-0.0039072202192349526,-19.19864182084275
71.55010375860242,-0.021073142668527483,-19.201294805744354
71.69600365568336,0.010003648092799168,-19.203101947762917
71.63718998697325,-0.0014597590066046033,-19.202045933511204
71.49256245531154,-0.010557109771577273,-19.202153571892552
71.66121152441585,-0.0009371238760639191,-19.20281657805847
71.59414685647322,-0.007367161001706332,-19.202643195129124
71.63383301097959,-0.014096009016636699,-19.200282876860147
71.8564284418697,0.019545258261846193,-19.199867971594376
71.70534786583725,-0.024762461029115255,-19.19700984944311
71.5019028202692,-0.02100020322129682,-19.200168086223528
71.72679752574003,0.007142238009028922,-19.201031834698313
71.73568963627565,-0.014861853161831739,-19.19781848895699
71.60687176733634,-0.0054153269312954815,-19.20218072613111
71.75861824520501,-0.01111402908228632,-19.19738874240046
71.45271617282388,-0.01907176370286261,-19.202204681499627
71.85165515611008,-0.010271124749506252,-19.19166378259785
71.50378978434343,-0.023130368641576818,-19.202851545996413
71.77447100680163,0.007521901392284385,-19.200352858515146
71.63300384330307,-0.002018157818022684,-19.202057477828042
71.48472756350418,-0.013143498126681355,-19.202189054861453
71.63301884837492,-0.0027860133176479587,-19.202739591341324
71.53363909384528,-0.007668524874153999,-19.206172832104997
71.6761085607834,-0.005791000931814914,-19.200412491003064
71.74214096961703,0.0035055490407459155,-19.198770294103177
71.69500094047405,-0.016943036004970432,-19.198824202661427
71.53965542683609,-0.021000504093106304,-19.199702578793932
71.77964903897016,0.010555597754771637,-19.20008302775729
71.67037572201707,-0.007437418297936361,-19.200137272465955
71.56430582255233,-0.012632197973238807,-19.201913886197456
71.88081887041461,-0.0027598776630498797,-19.194795236085476
71.53685060121862,-0.01126040220969586,-19.202438213920672
71.71613235648289,-0.019183592224133364,-19.19493152045539
71.50872350743475,-0.02135899294631604,-19.202789863733262
71.7829125886054,0.006794253276417217,-19.20047633445585
71.66179136040166,-0.005302471513483214,-19.200982921787993
71.56109163331698,-0.008633689291787745,-19.20120435567119
71.52664173979237,-0.012325323828074984,-19.203425028257737
71.53025217556643,-0.010658257686659919,-19.204665580315304
71.77948810064593,0.0053505764146752795,-19.200768955649977
71.72585076290422,-0.0005111465706362298,-19.19901687656667
71.72619946669504,-0.007253450317640967,-19.19941970084506
71.3940282960956,-0.034979995422582566,-19.19924358544603
71.80736925388307,0.020048720370181405,-19.20109700287918
71.6332800851719,-0.018775629572031848,-19.198215737153777
71.46358710582963,-0.024786776772485492,-19.201993774931594
71.76326821701448,-0.009519076088151878,-19.19672114702056
71.62919871866262,0.0031584843886227065,-19.202458651431968
71.72207095527548,-0.010063678840498325,-19.19595124249744
71.62421380195138,-0.020898468049588156,-19.199911397489256
72.000668611167,0.023710815308527436,-19.198039907681412
71.68832750331036,-0.0018681211272346763,-19.198885021034982
71.69368378916576,-0.0020283304484980183,-19.200601015079116
71.60525518334951,-0.005446787443431295,-19.201894167232272
71.62106980463548,-0.012750129767661917,-19.201772045595874
71.80495070845126,0.007006927940980295,-19.20064223216234
71.80206749755939,0.0062180514671150225,-19.1969063221295
71.78817086143218,-0.0039523402283110146,-19.19903591224758
71.3940282960956,-0.034979995422582566,-19.19924358544603
71.83456418220021,0.014383610138872814,-19.200056368559327
71.85854682414492,-0.0035184619396717437,-19.197247969958184
71.54525522594021,-0.004285643874992556,-19.203981038906157
71.82748007559346,0.00015720134906429747,-19.197006530112475
71.68082002977273,-0.003202301743190813,-19.200180761379343
71.72756928522429,-0.007974253677490988,-19.197014349056673
71.55984694506823,-0.02382013624166312,-19.200736933393593
71.81244100736846,-0.0033200868263424735,-19.19791213344144
71.77630077624096,-0.008012691484262396,-19.19584107139181
71.64801691410774,-0.004942614990381768,-19.20159712284236
71.72793525738793,0.004257036833470474,-19.200625782526718
71.69519837602131,-0.00955907492692577,-19.199454887795667
71.72610428658535,0.0035783781920824646,-19.201655930831667
71.79990938709403,0.0005691958550946552,-19.197866115898094
71.75929861976726,-0.006778944798556628,-19.198575651917984
71.68010961873458,-0.019351820051078744,-19.198147914403325
71.86116385157061,0.016103799060935335,-19.199559309824707
71.7765687574168,-0.010216918248373568,-19.198073184668093
71.56302819124546,0.0007528790506171092,-19.2050038905325
71.81878813090945,-0.00044464815958640633,-19.195667253050182
71.44872293293535,-0.014360017882306939,-19.204743183889672
71.68068460177422,-0.012711082247140874,-19.197004978428993
71.584570948,-0.028469524658320495,-19.199498286140848
71.79660904780998,-0.009678281754161935,-19.196639179311834
71.70037065203563,-0.01714898918606935,-19.195085398422922
71.84411650495404,0.0036127024178900687,-19.19866200871715
71.67377085826121,-0.0035755087615248794,-19.200142632655822
71.8241596871559,0.002041943061501618,-19.197783987928947
71.71561320290398,0.006446289159575258,-19.202400749695155
71.89932868689577,0.010185620899940316,-19.196357634717526
71.77971418609908,-0.008080157902248121,-19.19800665796058
71.6385358463339,-0.02366565190269571,-19.197799666259293
71.85040291547564,0.012015441876524889,-19.198542902019753
71.73413931198746,-0.011674262668017295,-19.19766280485757
71.68374356847886,-0.001930414465252838,-19.201491640568236
71.79908677333329,-0.00010774067492226418,-19.196646765716704
71.37263325611033,-0.021691911960067634,-19.205647161027855
71.68626113074103,-0.014158600995549114,-19.1973476924401
71.53575880238284,-0.0299416299082519,-19.20012886145612
71.59487445443104,-0.019580926878686903,-19.200864682580104
71.68998978209298,-0.017070743898179568,-19.19594886377425
71.94286451923503,0.009194176656100112,-19.19676574005059
71.61098487004183,-0.017301207590602236,-19.199845697032924
71.7346206405992,-0.008716852135171536,-19.197515257244202
71.73119180382412,-0.002400538331825835,-19.199302015791492
71.74334489505333,-0.008197847610597445,-19.196880799464793
71.68575782368781,-0.012539318273689672,-19.198934617757633
71.65357644245542,-0.0235093578726873,-19.196970383169617
71.85337528478404,0.012695903581049259,-19.19864460151773
71.71722048733442,-0.009279945642095956,-19.19841495706102
71.63897526096129,-0.0141281899574725,-19.20000395691142
71.80150864539625,-4.950375922185634e-05,-19.19667254616746
71.4376167499037,-0.02107465833216088,-19.204248760727303
71.68197923132266,-0.014606688781404111,-19.197430011555586
71.52528332535528,-0.030513540174848038,-19.200409690088502
71.57086178114463,-0.01813729684222073,-19.20262480935319
71.68448757841918,-0.012729382684937675,-19.197521000108953
71.95044565423396,0.009858892638628354,-19.19675879946295
71.54581861020942,-0.02322883748872924,-19.200385101052834
71.83419625330932,-0.003363953729269148,-19.194507345741332
71.68861366446717,-0.009433929759331309,-19.19865924133477
71.71655195240065,-0.015851422475410167,-19.195611441790643
71.62471040544368,-0.021013940877820464,-19.19988792796997
71.66716681850994,-0.029388681418675656,-19.19573325356764
71.76957332806388,0.0014200726588454553,-19.199006781772248
71.90214066626095,0.00681810221512506,-19.195340472762496
71.6193607201566,-0.003314917558559144,-19.20280925566547
71.80031648211911,-0.0005093116647909325,-19.196234917926034
71.29623064837197,-0.022321852745866254,-19.207580590580797
71.64560042042584,-0.018301260275136955,-19.197693256812563
71.5844124120727,-0.023125930211448254,-19.20031381347383
71.68696410237217,-0.015585947929510428,-19.19884990772077
71.7377094869019,-0.01044176023802353,-19.196525888403514
71.88319661653273,0.0027818461706857157,-19.19712100943078
71.59817870225108,-0.019831943626623116,-19.199233258301433
71.83419625330932,-0.003363953729269148,-19.194507345741332
71.6406536184136,-0.011315381663062514,-19.198662975249437
71.70645948925404,-0.018083044227441322,-19.194996427593036
71.55058746155636,-0.018922079828953046,-19.203397640648756
71.80138913459129,-0.026000080557176994,-19.1915222109161
71.75464958063162,0.0025248756564564,-19.200045862665878
71.9302593201395,0.011148595958720454,-19.195300945078152
71.54578874073111,-0.0026308194186928126,-19.205139913009642
71.801971753919,0.002546834393474324,-19.1981319837388
71.41739958548561,-0.01932819233280988,-19.204441149167288
71.61562643954841,-0.026055807168670585,-19.196964222571093
71.5622392027227,-0.02329573562046154,-19.199488705606246
71.67154522470716,-0.027003530475753126,-19.19676979773457
71.65164077900178,-0.003919178143868055,-19.19959721302285
71.8113265091251,-0.003785102379777295,-19.19766492902811
71.64558036673297,-0.017021589950228982,-19.19827755321081
71.74489534339645,-0.011798326025106961,-19.19611993293537
71.68101270638847,-0.007519188500321574,-19.19865466978583
71.6923800870457,-0.015369394598662645,-19.195847509952394
71.64415343194389,-0.017955205561737745,-19.200370994683144
71.78209122959124,-0.02643065612743187,-19.19349118086532
71.79426909215884,0.01153077083410448,-19.20102671561105
71.78005465791792,0.000444757837115237,-19.197347859610964
71.55029184381621,-0.009892012960830601,-19.20364156062462
71.75565055016229,-0.0022145529340584433,-19.198992476692695
71.57043427378967,-0.01097278731564689,-19.201599132602183
71.58372757893567,-0.024020326884634763,-19.1983659676782
71.57682919173996,-0.0210740966074519,-19.19974029983249
71.69104220397182,-0.02324789917023498,-19.196644587381257
71.65164077900178,-0.003919178143868055,-19.19959721302285
71.8221852286587,-0.012528033133505659,-19.1957345209089
71.49708726632346,-0.03872933752068905,-19.198866621978222
71.73815133935548,-0.014732656590920752,-19.19580576439211
71.64170214419622,-0.007408894543432177,-19.199994899841563
71.74400392896848,-0.010852778912987122,-19.194900066386687
71.55293074975755,-0.016215291974154507,-19.202678655163094
71.71466345664915,-0.009542292162456752,-19.19836610178372
71.73646461416939,0.0012343203931504312,-19.200145658378457
71.85155585531349,0.0028746092724239855,-19.196095413507216
71.54855777238677,-0.0016417497523430677,-19.20438359798029
71.84115792030721,0.009264892751046794,-19.199403454597743
71.62080065978088,-0.005867653159243195,-19.201022851767224
71.7348464389257,-0.019603889094609403,-19.194482617721352
71.52143506739964,-0.035385879467170575,-19.199113708240567
71.62899830057061,-0.023394392484295666,-19.19865077156543
71.63513398965411,-0.003764856933921248,-19.199531814241364
71.69336542347588,-0.02363750904764118,-19.196882365220596
71.54273203212551,-0.029655778840340607,-19.20079568457182
71.72959596505723,-0.00845177592391751,-19.19684718714328
71.59129913695348,0.0021294440154931774,-19.20356770287003
71.72134482132743,-0.011746497606957984,-19.195303438795033
71.60612335247613,-0.016788543472101066,-19.20295974183536
71.72430157060353,-0.005176929879718721,-19.199492862740897
71.73232514809773,-0.0036313592031631484,-19.199400328718156
71.80917001562815,0.0005617744059401471,-19.197270292106662
71.59027904962431,-0.00797906110783728,-19.202222379223983
71.85744269323015,0.016749621737433173,-19.200610911541684
71.60379283567566,-0.00158187073522917,-19.201750836005175
71.69502657306239,-0.017087082875044367,-19.19647690064524
71.5597728198339,-0.019461227537157177,-19.200387240943105
71.46605962944363,-0.047460497482953015,-19.198610926685866
71.61163130436039,-0.01248573208152769,-19.200023163694294
71.74736677346242,-0.014493186743133006,-19.196006439824533
71.52747076437421,-0.03215296554334639,-19.200821419604974
71.75076050882235,-0.023467602224339863,-19.194190372771534
71.58973132938812,0.00819993527612508,-19.20467795092619
71.77190805272133,-0.011488119979986052,-19.193992922312308
71.66638152876348,1.4126768544217572e-05,-19.204372384198553
71.68717710503122,0.003931464500626109,-19.2018869298039
71.63763380788816,-0.013892721152765769,-19.200543161321967
71.8170617803013,0.0012373566712312184,-19.196924053243002
71.5076143292185,-0.0234247634808998,-19.20138000454175
71.87060123180922,0.014253657026041519,-19.199612088803864
71.55826006416262,-0.008666502633995791,-19.20221916914073
71.77363599171471,-0.0225385838846668,-19.192042936192504
71.48493412627215,-0.02496419975171133,-19.2013652984265
71.545251280345,-0.029133896220956843,-19.199601948427674
71.64695932415404,-0.010945783073810578,-19.199221408507213
71.9281787174639,-0.001469904161421065,-19.19173960937707
71.58833354531367,-0.025620485352988644,-19.199500935740854
71.78347945126623,-0.01149049546127372,-19.19600212010158
71.69701637526923,0.011392164604637663,-19.20292970134824
71.81415219471882,-0.006895098392774458,-19.192184780863755
71.62028887551821,-0.012063255331739537,-19.202213190864008
71.76026911778405,0.006932948277458032,-19.200700355180054
71.69490437635034,-0.018309724721773966,-19.19683232240828
71.8490763219187,0.012503587189680053,-19.199619175545454
71.69574822276574,-0.018563935600389332,-19.197238462063304
71.8466966415773,0.010482047567067509,-19.199297292072707
71.59630782697916,0.0024206858312725357,-19.20284959410467
71.7329204611609,-0.005652773610889467,-19.196748163948882
71.59887681068487,-0.012214841098883695,-19.201007314632808
71.60211806690008,-0.017061758816586444,-19.19982660856859
71.78524176220311,0.0077057899752612895,-19.199163929282314
71.965995441548,-0.004319677845302964,-19.18927187429723
71.51837941216047,-0.0323838215329587,-19.200999107343513
71.76891524107869,-0.026843462982814523,-19.193201074160417
71.6420367546713,0.02272787809831065,-19.20641774740113
71.72376601998937,-0.011228955187126093,-19.195442348790614
71.67977232901536,-0.00029429136519006777,-19.20289952044872
71.76026911778405,0.006932948277458032,-19.200700355180054
71.64868059636215,-0.011650992371811763,-19.199267704411884
71.764528324748,0.0031405125541928915,-19.199428973014907
71.67328097054359,-0.0072131034265415965,-19.201111319578157
71.81173499633593,0.003562054372620936,-19.198714577320715
71.6135880831637,0.0020185436406422097,-19.202171524420866
71.67569039644398,-0.005721718322743301,-19.199756478465503
71.50773067792845,-0.023558392777888716,-19.201507597135645
71.60002092721022,-0.02055070217821583,-19.198888301688346
71.84714801237011,0.013190175817725835,-19.198408871723878
71.75224420197256,-0.013851211579518382,-19.19601852878302
71.59759868574517,-0.021296826874747855,-19.199837213553046
