$H_0$,$\Omega_{K}$
71.94170158666341,0.06364078996554119
72.35182891286385,0.0750294615553829
71.86683046068626,0.06382168298280919
71.17477269795133,0.013577917037896002
72.2172782935417,0.11323438260808871
71.56172555882073,-0.05587300979643449
72.04722497540159,0.09505144270620207
71.44339651170147,-0.041711007742677046
71.95580785193388,0.004489839210332296
72.10402843377997,0.07422023387448183
71.99040377342187,0.03667728283720914
72.416554147606,0.1725157902297852
71.09039603420058,-0.0729271419063383
71.93612534251314,0.043973110233795354
71.78748694020398,-0.020231390495024676
72.06876857784397,0.02354421923965941
71.89387811993095,0.026932442266905443
72.4908346976742,0.08972956875802296
71.74774957235728,0.025004011552852576
71.66336695720221,0.01522675909993397
71.87569800192826,0.06640313058399494
71.64410481654886,-0.021164318599659504
72.02013020253808,0.08607037878683936
71.2146410683554,-0.05132244745094931
72.08573888037104,0.00856795993757294
72.07788612315979,0.06713039185482585
71.94817162716167,0.03892056289528448
72.6285675197819,0.2356951171659526
71.38546600703046,-0.04885631546039859
71.98911543464058,0.07389889172481136
71.72407542580079,-0.028565552729237775
72.74580665747905,0.16774367614229152
71.97505688321,0.07256118632865784
72.4547644695303,0.08159635472544638
71.83965677974166,0.035122588556854226
71.61199714448624,0.03107026394753061
71.58325587238325,0.011266174355300196
71.8788811417818,-0.003347130697696654
71.83100719575562,0.0604062529462249
71.49581695395324,-0.011821746196096591
71.7179395784545,-0.018732691231952824
72.52105009047972,0.11910579208783599
71.81810728159732,0.019348816836225205
72.52578533899072,0.189749620937962
71.44777084368631,-0.06679841673424544
72.08260116794193,0.10648126397820601
71.62412554811092,-0.06777755289958202
72.33430734893648,0.08825504767312016
72.34202842048539,0.12627502341133115
72.4417109868736,0.08033029309046666
72.3076969450773,0.08098109553669124
71.74162369107205,0.04716172570295867
71.55738752523999,0.0749963385354995
71.94862221929006,0.02608465931946697
71.46231373000388,-0.011891846499500439
71.48839837362806,-0.014560576465691949
71.45938617191013,-0.08776885583151178
72.40467087298184,0.15005761284440028
71.7425485031817,0.012518290692370268
72.30981224372165,0.16769428459775138
71.27679820037933,-0.08186215578046403
71.964999677518,0.09579670522533654
71.60262496944637,-0.07901780025400168
72.25002468045346,0.0773920451306708
72.17749296699994,0.08523000398139532
72.11580464800826,0.034405637509909395
71.91436294451965,0.031125198553073188
72.10031400516539,0.13377899077707667
71.98354480773645,0.08428181653300454
71.9764332954695,0.027334596158494116
71.49583728675125,-0.013754285481496684
71.65053439393101,0.03340710187456889
71.45898978280836,-0.08780151844576518
72.36609266473003,0.13795964546379713
72.24818013748737,0.11280597528944374
72.09731634073508,0.09678393481439915
71.607266650856,-0.008639157336107608
71.9304457338587,0.08633622480118826
71.3873574475103,-0.09370405039095095
72.0642599971329,0.02694495141267795
72.18707691703052,0.08063820801472349
71.95120003181904,0.03675236921976008
71.4603278478824,-0.11121205011000701
72.19169295198961,0.12825189276503773
71.84709172944031,0.029744715431066507
71.95857093262927,0.013661731541349354
70.90796097702192,-0.10879865150499579
71.47079247413578,-0.020317143193032572
71.58701971730225,-0.04545222993400029
71.95783158258324,0.04753318369421193
72.5788765683213,0.15123522515815546
72.09885892483922,0.09706119790298731
71.61132671327024,0.01163974230847058
71.67221654308624,0.06957185473730465
71.52784858835716,-0.04187861311002958
71.71921407387039,0.01905779545643574
72.35528849306833,0.1057056590232456
72.08009088321127,0.049106794959879255
71.41337063068694,-0.1274578503726636
72.07640185993813,0.08288254693851752
71.7777933094521,0.0472436307930284
72.08117968890775,0.036901191166968224
71.0427861118471,-0.09375706084279052
71.72192449901553,0.0060684823750919124
71.71435867095406,-0.02315625214048056
72.11787152992922,0.06269252942151048
72.18050913439316,0.09580791787963533
71.98035559089593,0.07880148384287784
71.61994859132493,0.038410856209860685
71.5004385363313,0.05294631062485651
71.42831899617185,-0.0447457739923144
71.60892167614627,0.009513012766990795
72.360952589834,0.12392361065489754
71.90804930957331,0.04733022538213594
71.19554980969264,-0.16479286844844568
71.90041804298905,0.06576965573562917
71.74398464813508,0.039524458030124054
71.9792260600964,0.031913679010205837
71.07479007326509,-0.08786676990449273
71.64743306588015,0.0069695827960745485
71.90372945950573,0.00023114841291479917
71.98424613562395,0.03394620287538624
72.8968505899723,0.21118856565882388
71.60299374537611,0.0050520600196612975
71.60257830105111,0.005603792469993485
71.74178267624568,0.07903516293230589
70.99127610859962,-0.10880050789279765
71.55958065699451,-0.0029073141910472833
72.1164221487725,0.09832250514402406
71.97283725287029,0.0578421223799534
71.6255414398664,-0.009597084668980363
71.78494882057456,0.05361037042001397
72.07462580897212,0.09537796629720241
72.10371097113735,0.06693762737591047
70.90389492401405,-0.11559464819380583
71.10186651088233,-0.07279099592705543
71.80505189185338,-0.0025747098994356593
71.74305396393801,-0.008344106646344947
72.63708380230653,0.16859483054691937
71.63011596143748,0.012091047673987533
71.55770586259108,-0.006276061835904942
71.75603799233912,0.08718704226799111
71.25568707664299,-0.06411926295657647
71.30317148472544,-0.04677047699687352
72.07784025095616,0.09220783060723374
71.97801677673881,0.033620227630247204
71.23051217866441,-0.07452865109199827
72.10284466933915,0.15650542944034126
72.48875240893673,0.1824572225259245
71.44671748218354,-0.08102981504072548
71.29115787082533,-0.023438955180937568
71.10186651088233,-0.07279099592705543
71.81541739787583,0.011414297831148074
71.803373520186,0.011510718632290723
72.81473527641734,0.19487151886164883
71.96106769372781,0.0614990415531767
71.54868791134871,-0.012500449315457934
71.75603799233912,0.08718704226799111
71.31919297197578,-0.05792997012545888
71.78007209531282,0.03945810472989005
72.04202269614078,0.0902825995609538
71.90852860401856,0.007756510952016293
71.4144371251123,-0.05721190874404608
71.80810393515534,0.05202773982287094
72.11712941176978,0.09385908743045687
71.57575959565212,-0.023543917574840117
71.51403453363203,0.01632634531339728
70.78238389714411,-0.1494843883239201
72.14375699745703,0.0691159298976686
71.75562232304071,-0.03220438960156253
72.53075645687416,0.13629624989254582
71.86698518640375,0.06931398599696381
71.61818170824131,-0.040802407853925395
71.74496074093042,0.08105396352701573
71.31090384284757,-0.05969336302143716
72.10521019182704,0.12556707873423406
71.68971019475725,0.023221385411153594
71.91846338644616,0.027883512290852897
71.24350811751782,-0.09204298977427042
71.5075095643682,0.043421607170764556
72.25399100287434,0.12974216795290003
71.82463011151165,0.009290009658620257
71.5026183057015,-0.004902089551363398
71.18623044132043,-0.08057926437226465
71.95743068295369,0.05581549280930725
71.79809871890821,-0.014363183721991055
72.35205540281359,0.143721635726338
71.92334453591694,0.08070594342760574
71.32566322048223,-0.1407270575740392
71.62031903167653,0.030171970356944508
71.34631732761346,-0.04408053970062321
72.19401982009619,0.13604196040706917
71.88151099762827,0.05709644685835791
71.88377466897312,0.03431644577532351
71.05277243454302,-0.1309554661375274
71.48767343814411,0.05122484009658512
72.39792903287882,0.16718980536166161
72.08393767676718,0.043702310364681383
71.14775472168994,-0.0390318817125728
71.47741831777178,-0.015627518274181365
72.21954746811511,0.09464620019976165
71.52043343224088,-0.09637926084132906
71.94064015781,0.042015522086117515
71.86553099786362,0.04148949662993476
71.39514802654027,-0.11758537108367734
72.01615218977595,0.05028171235890169
71.12003500661034,-0.04165909100401195
71.94514201771216,0.07924176942518091
71.82076619910704,0.04518727160235589
71.7769183284986,-0.013979817483249342
71.35212153354863,-0.052922607426237195
71.48767343814411,0.05122484009658512
