$H_0$,$Ω_{K}$,M
72.03713069333448,-0.02595004943456182,-19.206275680914555
72.24254726810602,0.007005801048930248,-19.208870388994807
72.09910403048207,-0.04025055045751641,-19.20215167730375
71.8275174064704,-0.022473447560626237,-19.213929405232513
71.79322133873146,-0.03558461699889065,-19.212509403070843
72.19196115403328,-0.015491244012104504,-19.20318589506405
72.10117188990282,-0.023671752899960367,-19.203805335930824
71.79777653938612,-0.02585845404999334,-19.212366490226874
72.30325668246823,-0.013597995650092832,-19.20048603822148
71.98176470596356,-0.007935151830988866,-19.212540027358145
72.08642597194424,-0.023762579037608318,-19.205913788705562
72.16903494416778,-0.023259391220285888,-19.201896379712274
71.80768780485528,-0.036517946430916284,-19.208751734920384
71.91856206752755,-0.03171347130838101,-19.208687844816964
72.16687418885105,-0.02567822039156917,-19.20087653083038
71.90784102738365,-0.014642728980695014,-19.211600056798915
72.22739205308899,-0.016483756385359587,-19.204659974714104
72.26613301158893,0.00985345163728469,-19.209027443727706
72.03862578889739,-0.03543988212696172,-19.205332058482114
71.91086528431285,-0.022388646496407004,-19.212135549283854
71.84913886036321,-0.030915058814545156,-19.211189682655736
72.02750633000348,-0.0160401703736468,-19.21050814498831
72.25582856253187,-0.024104614501118223,-19.198793438785536
71.86538296628234,-0.023511515662711917,-19.21058242868326
72.41184721858018,-0.013935982447202778,-19.196924699309413
72.01090949834025,-0.00951511211820244,-19.21109896095871
72.09655498987259,-0.023862383069428377,-19.20578793728997
72.25452796614317,-0.031116569250634853,-19.19617723587336
71.92750672362452,-0.031030964359725813,-19.206772570513856
71.95013314662597,-0.036396000310714806,-19.206292160446424
72.08946049362018,-0.029551185243056118,-19.20207130432409
72.37255396918486,0.003776732320963337,-19.202935957980408
72.09127810669492,-0.01976864253252132,-19.207814418661997
72.36123461481175,0.01152752669077673,-19.207560699785088
72.06666418308237,-0.03924846438692174,-19.20356550743888
72.00200071779764,-0.024291190295000445,-19.209335413476364
71.85511475111308,-0.02872331802756537,-19.211054542509878
71.97453912256822,-0.013444181886993496,-19.213152728598157
72.27686143115798,-0.030884486728016573,-19.19672236380953
72.07219715808412,-0.011069331969412514,-19.20811858029684
72.66093271501553,-0.014550069584330541,-19.18946831969699
72.12246992436091,0.004590039655784722,-19.210867646454677
72.10578397248563,-0.0234710231723015,-19.20573418244761
72.26020855399828,-0.02956165251995361,-19.19694497888025
71.9650970652632,-0.030248387377335973,-19.205900548823802
72.10614180791427,-0.0381681751953375,-19.201644105170303
72.08793997456843,-0.030017820683846792,-19.201837365495884
72.26773414743133,-0.0007585084446895991,-19.205626611568213
72.12595855580126,-0.02165183581932648,-19.206427453683414
72.40104771252699,0.01512941396680148,-19.20723934395788
72.1834412205694,-0.0202349604760226,-19.204865228137603
71.87766845682883,-0.02679000973366134,-19.21200267142047
71.82472716777345,-0.029640231017180343,-19.211410193753878
72.11326151117629,-0.006780238019900849,-19.208709323443816
71.89877137138728,-0.04008028818535265,-19.204798776482402
72.10808310140446,-0.010196656934671032,-19.206268705274752
72.25033440652051,-0.021221146052924994,-19.200799892189703
72.04095755708721,-0.017297652495473315,-19.208157358422802
72.14494897264296,-0.030106882742597853,-19.20182713954958
72.30956293663651,-0.023088565397408486,-19.197457193667248
72.34750840706667,-0.01924070978264219,-19.196764215959046
