$H_0$,$Ω_{K}$,M
68.85790978612047,-0.031817959890477296,-19.303504615864966
61.77415077227352,-0.01582425864823474,-19.541086090538325
67.94503144359429,-0.041892540241472924,-19.328989235960364
68.17363636132991,-0.01710897930314421,-19.327319438803762
69.28385963824715,-0.006427397412657871,-19.29399949016555
74.30998766124182,0.003343808457540844,-19.144637729029995
69.33695811324421,0.004642453990235419,-19.29578906048143
66.95581567919226,-0.021119649672515783,-19.367681441688813
73.916365779553,0.007177991787691542,-19.156713075509764
67.89574778218531,-0.03759572136983903,-19.331484820871093
70.14618714595801,-0.0037273449228704507,-19.267760978799
70.59638030197507,0.003303525072628436,-19.258093397077204
68.81514003803817,-0.047098958127716764,-19.3000336190951
68.96925368085505,-0.0152387354255123,-19.30329275001911
70.46354793694523,-0.029762640585433757,-19.254740637836885
66.89596371951492,-0.002549711340377155,-19.372129579491883
67.79070000178544,-0.028094499202289566,-19.339536866032223
61.77415077227352,-0.01582425864823474,-19.541086090538325
69.80829946332642,-0.024790627078312154,-19.27517664295531
69.2781763856979,-0.02336267981229129,-19.290389943997997
69.22731847171843,-0.015167912792151548,-19.294797708457214
71.79042649822249,-0.022836116054901615,-19.215357535191348
70.22145632645251,0.0054554011990705295,-19.267880519230765
66.52305333627338,-0.011424909297065635,-19.383028751563348
74.38479487396698,0.01056720155270472,-19.143093556623242
68.391308657614,-0.03302516478700862,-19.317425837995206
69.39778452994864,-0.0029735857037665563,-19.291128575720002
70.73584987119456,0.005859358894633057,-19.254585201992107
68.83842543015156,-0.046340213366501196,-19.29946904021629
69.8700904131612,-0.009084380460130895,-19.277004674812385
71.202254466846,-0.02124458527788077,-19.233889798344862
66.88006110198482,0.0023843063333240377,-19.37331144612724
66.61437848045301,-0.02487776508065036,-19.37493257060263
62.87187493531941,-0.01268146890960654,-19.505680615181834
69.78969604662716,-0.029581034459272904,-19.275411902089665
70.28188490551277,-0.024709017346680733,-19.259631636339247
67.82972267191676,-0.02332012347430912,-19.33554653306725
71.49942316358747,-0.02792119376763057,-19.223398460137776
69.73784447408349,0.012531903489153012,-19.283809698078823
64.72083910098844,0.0012150550646099767,-19.443636272079846
74.38479487396698,0.01056720155270472,-19.143093556623242
68.24732146411984,-0.03405470053905282,-19.321592341990304
70.19216316243319,-0.008270494940092875,-19.26632177598767
72.79760192436459,0.010243169075776996,-19.191713471763038
71.27242388737058,-0.02038964492121112,-19.230240256694877
70.08206758293576,0.007961348502360958,-19.273126475722613
72.99912310558139,-0.023595799022916204,-19.178838310868656
66.88006110198482,0.0023843063333240377,-19.37331144612724
66.61437848045301,-0.02487776508065036,-19.37493257060263
60.17629707421791,-0.024501445040532074,-19.59583165671636
71.72724531058483,-0.03577031418477608,-19.215965273124002
70.32485075440755,-0.021470076222236983,-19.257922779351606
67.82972267191676,-0.02332012347430912,-19.33554653306725
72.25117362401507,-0.03182731488768818,-19.19960254030922
70.19858522901367,0.003272142002763427,-19.265900156377594
64.60218912665422,0.0003233005117147022,-19.44761772280416
71.13592867079191,-0.006228248078168842,-19.23847831389164
68.66624119366486,-0.022928642681452657,-19.310947362595602
69.42303652680887,-0.005808448064066449,-19.289112056429044
72.10751489105373,0.021832732485147256,-19.21548449089967
75.13666164889764,-0.014128143391596652,-19.11442795075072
71.44203898624684,0.010330056345418706,-19.23057543917649
73.7344562886487,-0.027703607068941337,-19.155903613248295
65.11443260690886,0.0089157239895463,-19.431952043421816
68.70952131100168,-0.01934054157709958,-19.310854215041548
60.345771164632104,-0.024158840095735663,-19.59021010486693
71.74618208699145,-0.035616995535371454,-19.21538003789686
68.99197744347997,-0.03904041506203378,-19.296586556692287
69.64830879766147,-0.027213363503797765,-19.279070289639066
69.23732419685206,-0.0130462238071988,-19.297794182916142
70.84044009546653,-0.0023507822918087604,-19.245932851204476
66.04206324424679,-0.0005107861163744449,-19.402055135526055
71.10291498994005,-0.011904578910449083,-19.238047469536763
68.21575987659882,-0.02129465051068624,-19.325945273760222
69.42303652680887,-0.005808448064066449,-19.289112056429044
70.95109682901031,0.006416206555854514,-19.245845561453354
73.2083275500503,-0.01670411106888195,-19.173904670722244
72.07736149725741,0.01896706660768021,-19.212585824121255
72.37945650416555,-0.02391471618011505,-19.197139116125232
65.67088097135668,0.010347203426759523,-19.41446356406058
66.52362301680793,-0.0195480514899067,-19.379078556869672
60.345771164632104,-0.024158840095735663,-19.59021010486693
72.66888622793172,-0.02299960606268687,-19.186440631354753
69.37195998606693,-0.0370050580608899,-19.285534008826005
68.53447552655008,-0.0411011159318027,-19.31180480996466
69.27464430678788,-0.01969664740429308,-19.294393711579122
72.01117589600861,-0.013370380541645119,-19.208874483827426
63.29526453326896,0.027527833754009273,-19.498423649770714
71.19080090904481,-0.014213263203808125,-19.23485617822745
62.94318591176209,-0.030626244768610093,-19.497937718215596
69.17094918417108,-0.02002419199646061,-19.2950732938353
70.58617053840659,0.002359307798202471,-19.256935394990077
74.16488946815518,-0.029616786974958557,-19.142582443802816
70.57583399393225,0.03284796495360713,-19.262840877579734
74.05592442329964,-0.030776683251312185,-19.144170431923204
67.21700908638768,-0.0036784658443017376,-19.362920978566073
68.41942904937873,-0.021619662970353254,-19.319824054699986
61.02391135377787,-0.02240275411000304,-19.56813997199963
72.71898846933321,-0.019965698230161956,-19.18629849899977
69.37195998606693,-0.0370050580608899,-19.285534008826005
68.4888855179613,-0.041490720878073074,-19.31314089139598
65.50617432365836,-0.0505424412100659,-19.40488011141182
71.22693629580552,-0.017486413798399027,-19.232100385769094
63.29526453326896,0.027527833754009273,-19.498423649770714
72.80903101539182,-0.014513231871248885,-19.18604306214181
63.74024803966711,-0.013909677786415492,-19.475679458823436
68.39583811625513,-0.03024162042430196,-19.316853879199655
72.0029610281074,-0.010255184753780518,-19.21165433092994
74.16488946815518,-0.029616786974958557,-19.142582443802816
71.08301943085736,0.019315061069512154,-19.244327678705208
72.7788341773883,-0.019639094852207637,-19.18526127038575
68.87632101105524,0.00678400980932126,-19.310500726960832
65.75937201996499,-0.007107001068858747,-19.40614107844953
61.02391135377787,-0.02240275411000304,-19.56813997199963
72.70064151324993,-0.02128315702566692,-19.1862529533307
68.69348243806174,-0.03138992547770719,-19.308185135840237
68.80605394368975,-0.0410600401823173,-19.30307693950416
67.11334700533021,-0.03960972518675891,-19.356128126638033
71.78683540445394,-0.011633376934354886,-19.216050582068682
63.54340657059692,-0.00019029873862312988,-19.48625321344069
73.84719565729507,-0.019962558968833047,-19.153259408060194
62.684934068458595,-0.00962469754832316,-19.511294112605526
69.17714765070998,-0.022445857347673258,-19.294368220185962
72.59863187904732,-0.004489936430746497,-19.19486843724267
74.16488946815518,-0.029616786974958557,-19.142582443802816
70.55986921964877,0.007851942974271837,-19.258063502970693
73.04187462262188,-0.02282047558771804,-19.17631336130673
69.13752969942016,0.0051311124914669125,-19.302024150270775
67.1223767506559,-0.006591108439907888,-19.364036163759028
61.02391135377787,-0.02240275411000304,-19.56813997199963
72.61221181559992,-0.03017629145648338,-19.18665794520257
68.78889756905028,-0.005014658741153602,-19.309812233325545
68.98208716315165,-0.034534476926910106,-19.298756031306212
68.65720351607844,-0.03998546381174459,-19.309033870192607
71.37248957319723,-0.00037671740376075957,-19.23090710815893
61.97798203116936,0.0010268546465582052,-19.538884054715513
73.75632136916312,-0.018791593854105143,-19.156298570905275
62.98022833972472,-0.016369331373464937,-19.499255779814106
69.12912625399157,-0.04277513718316519,-19.2911374913125
73.05409276227047,-0.0028102659577061064,-19.18143576815294
74.42193610130379,-0.02880334820804803,-19.135278469426716
70.10577624279131,0.004552831171424805,-19.271332340451796
73.15340842818563,-0.02234020784145113,-19.172975537221408
68.98849442693394,-0.018333710142161157,-19.30122003934643
67.41426729721424,-0.013009868179812697,-19.353245667520024
60.35622209351469,-0.02382387185614168,-19.58989820357696
71.5070232581668,-0.028231413505665288,-19.219924528954646
68.91687255809616,-0.007645500611514198,-19.305728016247585
68.848125958057,-0.03706133169014155,-19.302067561495207
68.57958250948542,-0.039788660425846646,-19.310915533523886
71.37248957319723,-0.00037671740376075957,-19.23090710815893
61.97798203116936,0.0010268546465582052,-19.538884054715513
74.16503891382217,-0.02493751290899822,-19.142701411139733
62.665409646775615,-0.010904961489162581,-19.511703540012167
69.2867702184057,-0.04410834003956105,-19.285712721465085
73.68474004026558,-0.008830133210972039,-19.16123481583356
74.56119899256916,-0.028510339991359795,-19.131078628694645
70.10577624279131,0.004552831171424805,-19.271332340451796
73.14091207327468,-0.02347466880822887,-19.173188476356167
66.99841988291304,-0.04402201428197903,-19.359348041811725
68.81552802645615,-0.027164642991552412,-19.304877685080967
61.387961034742666,-0.02364411233650513,-19.556201534696708
71.50550398589426,-0.027923536014592926,-19.2200422364733
69.0752625773702,-0.017695218287081496,-19.30020419407381
69.27938804020847,-0.03502102919823938,-19.290696987667165
67.03448725782836,-0.03256738683196594,-19.362864109239833
71.41424647481303,-0.009430383693435407,-19.227112526231213
61.7533389055019,0.002632196517312217,-19.546711488095116
71.48567388989547,-0.024917164442652143,-19.220621690754264
62.665409646775615,-0.010904961489162581,-19.511703540012167
69.36436871065138,-0.05175764866250415,-19.28151383927785
72.65890291641071,-0.0190229235119316,-19.189794094204935
74.52078748769412,-0.028367059751429623,-19.132276782596467
70.14467312092644,0.0036427812259371035,-19.269905323404082
73.114490473867,-0.023230643919471397,-19.174098722513257
65.24075755513643,-0.03743119758395652,-19.418359307006263
69.13560659775186,-0.027928361209824976,-19.294104421014367
61.702822066751715,-0.017179303968777933,-19.54471947933071
71.4996604530961,-0.027037618423211666,-19.220212990064006
69.483002183792,-0.018501273394191765,-19.2860953515246
70.53619500791672,-0.03996181323898634,-19.24879414417262
66.04519909859246,-0.03592230220425191,-19.39394699256534
71.22377904775847,-0.00826934318221206,-19.232927070448728
61.7533389055019,0.002632196517312217,-19.546711488095116
69.88628272246505,-0.025112038038023626,-19.272027247558217
62.665409646775615,-0.010904961489162581,-19.511703540012167
69.77220431706202,-0.03809054553758445,-19.271856590316975
72.65890291641071,-0.0190229235119316,-19.189794094204935
75.23303359104337,-0.03270872904752703,-19.11053350330867
71.97323763067016,-0.00869621581453867,-19.211055180725324
74.61079327454053,-0.014383534643938524,-19.130608656788826
