$H_0$,$\Omega_{K}$
72.12407556961551,-0.057405280828196514
72.02787383473493,-0.05470001243587576
72.56823514438668,-0.02385171741245771
72.5412015634672,0.025690706201013398
72.55600628277115,-0.02155623929206252
71.48312521387966,-0.13361751816203304
71.98769773563859,-0.14512257613585505
72.12189872095178,-0.0597129095006707
72.55711484373026,0.0712489524178884
71.77030225623044,-0.1117263152826338
72.60172255079242,0.010671170109200323
72.15312636229058,-0.043757613087276825
72.50420510980491,0.047732343389848136
72.55046129468859,-0.04230926933732769
72.48046864997568,0.030037609153314868
72.21916204641063,0.01291568249558317
71.63524241349408,-0.11255696340374792
71.71076804262478,-0.10360750849298637
72.89314249424365,0.004303884686951837
72.62209519894594,0.02949952645184485
72.36992310878018,-0.018811392219545475
71.75629496621883,-0.10456636429543327
72.03980404761829,-0.09678512833422939
72.24873104888478,-0.04088407183688951
72.50249411282832,0.058250291316937375
71.90853966640464,-0.08969007052853621
72.60314826015737,0.030734320066182895
71.59885655459672,-0.13640066146797333
72.38963311834944,0.029495553685193156
72.21131836799044,-0.06633529825375153
72.3302061421752,-0.01471384260301438
72.50381478969821,0.037692022838015496
71.46143572592717,-0.1279284303503117
71.72706216190979,-0.0840224026955874
72.9367308173213,0.001123665790408429
72.90247411769927,0.07199763363870156
72.25391722753032,-0.040594358684090476
72.00981336947748,-0.029344447287797254
71.98981509154662,-0.09141902780155484
71.84704446251837,-0.1261895319265705
72.3481725950837,0.044065074129090435
71.86247809102144,-0.08690644005846569
73.06667332429147,0.09749139910875594
71.45958422698418,-0.17620905893275765
71.71522525323817,-0.05373511056547359
72.03563425683791,-0.07920242513060646
72.3718657601516,-0.01001722310490244
72.24234683917913,0.01617471617171866
71.40586313453237,-0.13361286297666242
71.77758650590883,-0.07532808690862472
72.84750305961316,-0.0003427503843916001
73.20883692503497,0.11408700066143865
72.07555724053772,-0.10217684965878704
72.12574747312703,0.01894909004461249
72.23231754207808,-0.04193980349763948
71.93983004625696,-0.179832414603317
72.40465992507629,0.026137100042704094
71.64067379135938,-0.10639853333176921
72.78477768386736,0.0504529327743319
72.24295959141902,-0.03995744768656873
71.694675148114,-0.059760725890987715
71.94803927243619,-0.159190139724914
72.81031989233213,0.06427847506592457
72.27988174039973,0.01987739189153616
71.45001952342074,-0.12476250962337436
72.0304761909356,-0.07398424447098526
72.35441374900289,-0.038481048986701134
73.13812999169964,0.1342416797928059
72.16594844603368,-0.10129936610050386
72.10300656286671,0.024660529709016367
72.19940143499132,-0.051363020806133634
71.92418984905059,-0.15747407959398435
72.22110488531027,-0.0548437673520646
71.66599817787038,-0.0881129839256423
72.48171517763818,0.002529474593835755
72.24335166708984,0.008152663122383594
71.6371767173029,-0.0489648728958084
72.38120197441822,-0.021785713777372276
72.39789805761004,-0.0003475586976195988
72.3152298624068,-0.011345850191578667
71.49304197000507,-0.1439419899907835
72.00937816379957,-0.08235762774257871
72.48759932079071,-0.014034950318048592
72.7537768032204,0.07388812926902001
72.17135990314507,-0.09773708021694366
72.07232303764631,0.01674240028952824
71.8755023917243,-0.10612292813350466
72.04437073698732,-0.08629283660505356
72.40603807775915,-0.03141366348265517
71.6202107411086,-0.08999663473698799
72.41373731091242,-0.015579311594867265
72.25265670221131,0.006886108199814028
71.71489516986689,-0.04422611771691609
72.68235278532842,0.024797872107572713
72.48520786396429,0.02242587299812611
72.26871992727487,-0.0631450480608834
72.10481618677271,-0.06789809897440344
72.05663002572688,-0.09634095535301733
72.44520174933318,-0.01581630922972789
72.76966921363639,0.11650083918493809
72.25269157610357,-0.0901573502265323
72.20333895134084,0.02680062093162635
71.48987647086759,-0.12446003314177342
72.15560293078399,-0.07021570082807788
72.56520833759171,-0.0036400387996130407
