$H_0$,$Ω_{K}$,M
68.12826958508077,-0.020961204348829473,-19.306176411381696
67.29807551364793,-0.013160837268755247,-19.334968157398034
69.14474582122483,-0.0167710318443692,-19.276060719146688
64.5047883644108,0.006285951939209399,-19.4325121628459
62.960880321120264,-0.003255629571018836,-19.48244114796044
68.99486888236177,-0.0036293496239011443,-19.28391438146506
64.8039031259836,-0.003866154508666675,-19.419132610516012
78.1477259456792,-0.04537842296292019,-19.004778723041042
68.63875684358334,0.0011208428047674787,-19.29482520612567
66.02415099700237,-0.022841805157027363,-19.375010574909847
68.13103906596285,-0.02883860598003939,-19.307212228630224
68.4994591710413,-0.01906380021834602,-19.29604254890395
59.42256756920132,-0.03709726380388663,-19.60026834039903
62.62932770669211,-0.005919291990870977,-19.49338780997181
66.7362003377089,-0.01260090397384693,-19.354651454115103
62.69784057234003,-0.003188981945974008,-19.49088992832935
67.73500447240208,-0.018600907577379013,-19.319870339324158
66.22041308161769,-0.007865774888563814,-19.3698851180707
68.34408598253991,-0.012735212220227863,-19.303003309604037
66.76485670123327,-0.010612720954482516,-19.354060712448877
63.529032965118716,-0.012716890397462483,-19.461521304516868
67.88794870885748,-0.006078226966934849,-19.318869711159497
64.30094879434475,-0.0005489908854008369,-19.43714565483987
78.1477259456792,-0.04537842296292019,-19.004778723041042
69.15209489909435,0.0064133511313048605,-19.279371802998767
66.46679317786868,-0.02142791756798627,-19.360047582542368
68.25224664572028,-0.030965736031135217,-19.30291148144366
69.43728766344675,-0.015024809585894153,-19.266886221480352
59.574913922913254,-0.03695278650881992,-19.595141604888948
62.57134298438788,-0.002351230070222506,-19.496676257613256
67.56599620255471,-0.023637239440560107,-19.324187756562722
62.69784057234003,-0.003188981945974008,-19.49088992832935
66.2929716326158,-0.01004748787951882,-19.36971538605632
65.7406325819807,-0.006433308433603908,-19.387082018831638
69.08676779344823,-0.009949097463048501,-19.278695801367988
67.66481738633314,-0.014286493204430567,-19.324191097138954
63.346373833678456,-0.012835668734665538,-19.46758735137601
67.21807025802346,-0.00010601656808402818,-19.342003669606413
63.18555470721502,0.006216382684912567,-19.475703052281606
77.35154972090507,-0.04287927402042331,-19.02931152744887
69.15209489909435,0.0064133511313048605,-19.279371802998767
66.94646667874362,-0.02114031942166869,-19.343749621544045
67.9990587594423,-0.03811604649816293,-19.309098680642368
70.21159094728907,-0.015357617958954354,-19.24170715332321
60.078993169327745,-0.03248644009051589,-19.578304091987402
61.57942699297334,0.014605095603078655,-19.53437320155262
67.55819562799121,-0.031257653601072584,-19.322349963860876
62.69784057234003,-0.003188981945974008,-19.49088992832935
67.67452898066377,0.009402478940154103,-19.32853114724529
64.42870574391857,0.0097753930103992,-19.43369285830158
67.47466882428535,-0.002979981459844341,-19.33235487104201
66.33615039311351,-0.018367576041004318,-19.367159831133876
61.38641613262541,-0.01807668764537431,-19.53348960467594
67.38613620311197,0.0030284301669214475,-19.336773649737818
63.07045383329391,-0.012858027040348618,-19.47705679887613
78.0128105665297,-0.044110418584640945,-19.009194786841327
70.14718461095899,0.002995741303877541,-19.2501667671759
64.65380492243243,-0.0010997515194664763,-19.426143766283904
64.90200057328424,-0.017782006400927926,-19.414130831710438
70.53780970214443,-0.011149363016821345,-19.232251671296947
60.078993169327745,-0.03248644009051589,-19.578304091987402
61.4735748750525,0.015901915124922266,-19.53834700173454
67.55819562799121,-0.031257653601072584,-19.322349963860876
64.00935494865932,-0.01766657920491615,-19.442465076858127
68.94291287768858,0.00704013825672861,-19.28819783955949
65.6964622825041,-0.00844261748881336,-19.388444310056144
66.70656038533126,0.0011092488508383357,-19.357977306930856
67.43577369483339,-0.030615862005876925,-19.3280260351725
61.38641613262541,-0.01807668764537431,-19.53348960467594
66.17652725165328,-0.003029399567177009,-19.3742474379653
63.72540062196379,-0.019380391780894436,-19.45436847807164
78.57990404173712,-0.04499837772753594,-18.99131212614414
71.27738635832033,0.005652277324444222,-19.214462090494038
62.968325641564796,-0.006415803173818561,-19.480455439138975
64.90200057328424,-0.017782006400927926,-19.414130831710438
67.82824007357797,-0.008827036436566515,-19.32062382262268
60.078993169327745,-0.03248644009051589,-19.578304091987402
61.4735748750525,0.015901915124922266,-19.53834700173454
66.88156197146517,-0.028256538795989647,-19.34589550957779
65.07363451295168,-0.02808555471511364,-19.404313085846372
70.43384652403738,0.01625285523479603,-19.24174757651867
65.87834743001119,-0.02016089037000523,-19.380088764236252
66.45486497281415,-0.006979395247537798,-19.3661387883169
67.43282155127937,-0.03060045346681948,-19.32812647110235
62.02979626848689,-0.017109366768103096,-19.512803466783524
66.62562344327579,0.0038444984043076794,-19.361400258156426
60.4823579390009,-0.03650393166197837,-19.56144799919275
78.57990404173712,-0.04499837772753594,-18.99131212614414
72.01735863668193,-0.0045949700264103915,-19.190412247878516
64.5271038700544,-0.002699371311358476,-19.4284057137243
65.38496355607582,-0.015772739037656847,-19.398164064156944
68.91902833823349,-0.010686465668647283,-19.284594571962675
60.078993169327745,-0.03248644009051589,-19.578304091987402
60.68911041057869,0.018140112409840304,-19.56442943253814
66.67726857937943,-0.01806949777355322,-19.355587558253138
65.73001332064716,-0.014737476753735813,-19.3856255430078
70.19936624114042,0.0167337097047715,-19.249476305884546
66.24213457774357,-0.021242221263831625,-19.367739466490853
65.58766435819226,-0.011048234678315148,-19.393434745258194
68.11175109758283,-0.03651532769503771,-19.30573479166468
60.81234484061929,-0.023013830724479326,-19.553633503866912
65.86340191769595,-0.0007850067839389845,-19.386221043628048
61.50042340549483,-0.03214526510177282,-19.527673289071842
78.57990404173712,-0.04499837772753594,-18.99131212614414
72.03208637449659,-0.0045605617768478615,-19.18993372597398
64.66715833150906,-0.003004335093390359,-19.42388313626749
65.16429385329054,-0.01563587330075577,-19.407324246610145
68.90124322645997,-0.010623299428871594,-19.285134487933046
60.078993169327745,-0.03248644009051589,-19.578304091987402
62.08625984590954,0.012053189083418368,-19.51637992598792
67.23765901122853,-0.016193227146328253,-19.33783500583371
65.86080037196074,-0.01434507277218726,-19.380872964170464
70.69307279418896,0.013075416716860036,-19.234259028879688
68.03243997527053,-0.008977472527427222,-19.31359752181137
65.5857410886092,-0.011030457436269594,-19.393502499380652
68.18260183047089,-0.021640401872890944,-19.30590273026989
60.81234484061929,-0.023013830724479326,-19.553633503866912
64.39063874354832,0.0002567137033109637,-19.433217216183348
62.18590610512247,-0.04124224996359886,-19.50181101253972
78.13500326319556,-0.04284918063687305,-19.004796015606015
72.10656273803366,-0.004485585575057092,-19.187581922219657
65.96747857888235,-0.010541613929479924,-19.377832379436942
64.81287429548244,-0.01247460931347235,-19.41977514823485
68.23058103693761,-0.0077041659667598395,-19.306105149704955
60.33734177180445,-0.024183506714654142,-19.570027664615328
60.702223500634005,0.019138287236741186,-19.566328401500808
67.11357308024503,-0.01859853017403845,-19.34131066325136
65.53099121056378,-0.016759002210510136,-19.391726739386144
70.20296473896775,0.00893967054537033,-19.248558513314173
68.43012200945621,-0.006671650603969216,-19.30081494146204
63.83085439635806,-0.0038605503260398105,-19.452700001417877
68.42634241587452,-0.02958424352376271,-19.296632654959826
60.502616128785434,-0.018451215451033273,-19.565382271692133
61.3327040900665,-0.0034253220264469303,-19.537177289431746
61.86872897652533,-0.04471562192577369,-19.5117159287765
78.13500326319556,-0.04284918063687305,-19.004796015606015
71.81678120382392,-0.004721768394142189,-19.196441115049893
65.97703051406116,-0.009590266973287988,-19.377484482947665
65.100370975985,-0.015078743281640362,-19.408204232322
67.32073546601454,-0.008416393461352568,-19.337147519151905
60.516725315299425,-0.0232069856352767,-19.563935275124926
60.33238631914805,0.020731011257588763,-19.580678417258614
67.09768323697782,-0.02193347436857785,-19.34129259524856
64.6036364208197,-0.01787037019011262,-19.42358103401897
71.0704777197972,0.01841828141530498,-19.223884023856172
68.42495009124704,-0.0037987770822172848,-19.301926189774846
63.83085439635806,-0.0038605503260398105,-19.452700001417877
67.59012209049838,-0.02571301187978997,-19.324238926961876
60.91331388906665,-0.01859048380281869,-19.551430590086422
62.54458815774218,-0.013247505059932281,-19.494422070048447
61.86872897652533,-0.04471562192577369,-19.5117159287765
78.13500326319556,-0.04284918063687305,-19.004796015606015
72.21181519066315,-0.007105607316639118,-19.1844588948968
64.60351808856166,-0.002529706988763189,-19.42713122791948
64.84723752510888,-0.047548335597357265,-19.407238986058132
67.17345021443793,-0.0018393651230171823,-19.343347489709735
61.28456005704609,-0.02143031645812358,-19.53773551918739
60.33238631914805,0.020731011257588763,-19.580678417258614
67.05290790277404,-0.020672431214304836,-19.342864415269883
66.43439208938807,0.003983342745857494,-19.365480939097814
72.16359328036033,0.009472058241357419,-19.190026791478022
69.13721916803667,-0.0052575350314781385,-19.278132448699164
