0,1,2
0.9381154876005688,0.3126456322810964,0.06990827708122718
1.0757081278895633,0.5649115081415849,0.09088706211775709
0.7326749582983412,0.4399629668008547,0.09374614724726783
0.7200432090182826,0.2461026972972684,0.06254420937578056
1.3152695904049687,0.5102779379427809,0.06980548528825552
1.21334321027695,0.5766071497463297,0.060843003970596936
1.485361039894168,0.33498952317790026,0.06363353023847404
0.4321098022744828,0.08065899480651209,0.07403513130928138
1.4650238879018382,0.3711076838972904,0.09258706897130815
0.6068367350572251,0.38271590428424046,0.09191689888343496
0.718763439021964,0.24505303524049615,0.06756064975806425
1.0610244330406164,0.2601909206834864,0.08032321418531316
0.7301449340873677,0.41637062768824856,0.09664588414367886
0.860474953181955,0.3360560847298366,0.0850755869975365
0.6893962562940389,0.47559286004243617,0.08144835184159636
0.7987753572486161,0.43532058232643456,0.07150029772165778
0.7404682370092549,0.4338682610993531,0.07091737769695783
0.9682493298704624,0.5511554275351646,0.09095740445722955
0.9079171498514552,0.39774066843515526,0.06769468326231932
0.3836172884472827,0.21449330765664576,0.0759506781247521
1.1363807109172943,0.1692909595145236,0.06652372965436042
0.718331585161476,0.5302350216591021,0.09119880559382466
0.5766797099311248,0.37778904533718766,0.0698095763134364
0.8498035352694256,0.15148259458852215,0.08969420744373767
1.4109776182415623,0.4955520653205339,0.07816422650129516
0.3130224166847911,0.19970524193910216,0.06689643681308355
1.0354227232267228,0.6872764120581782,0.09401310559099982
0.8267457864667364,0.19391755104239408,0.08153679114550236
0.7440322440557625,0.08817694915668467,0.09194415056305619
0.6606459776589516,0.528524899970393,0.06506690205423328
0.9693770356208036,0.4261683574186788,0.06386946732553868
0.7774270993710961,0.2235056446299492,0.08790240732617766
0.7486086543926238,0.190930777222829,0.0787175233940897
0.7729267969950373,0.40014531909627526,0.061084308168966886
0.7211163080531348,0.20824977291032712,0.09198964600103943
1.2908461332380523,0.8631549413864885,0.08726145748881475
0.7452972098127923,0.3347496722214155,0.09543760121243375
1.3220694395772297,0.5017882859579739,0.07354723631525353
0.5838154722666669,0.36424275152542473,0.09756852570908903
1.4710468018088916,0.6226257547379945,0.0962317039316652
0.9792737514418963,0.49674276119352384,0.09319212565567936
0.8625568656313964,0.5310598052726028,0.09564317219070237
1.2022811732255787,0.4946478124820853,0.08896282637885553
1.4211847319273263,0.4762358036745652,0.08157661336494412
0.9331708244811528,0.6240141781564155,0.09101643315182019
0.7877203969741393,0.0401544922022714,0.07948245485834701
1.2537937495495166,0.3973219354647231,0.08821885674114643
0.8287690431456841,0.3035933722985056,0.06360083266571134
1.2260789868748507,0.5662141548052562,0.08389791796086257
0.8574560701113848,0.3077136424023956,0.06526394825832198
0.5408393174898081,0.08296115920161062,0.0861145826724824
0.6993301144231839,0.4757707024070378,0.062135420725777955
1.2981326631600134,0.7817125904076925,0.09435718532314034
1.4225646955351534,0.2541111649065571,0.07855147522726358
1.0181563049588487,0.4742549430330368,0.061766261363903216
1.4780395619882056,0.4523988173718516,0.09594769593201974
1.0238417991762687,0.34968773927927854,0.07781369966786753
0.7729031624098776,0.26089554797795567,0.09125506429981
0.9579589069304881,0.8062395895211486,0.06691864779059771
0.631494093236944,0.2671429766103358,0.09253793374844031
